fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,ind_nuevo,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
2015-01-28,1049196,N,ES,H,22.0,2012-08-09, 0,     35,1.0,,1.0,A,S,N,,KHD,N,1.0,50.0,ZARAGOZA,1.0,81478.38,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049155,N,ES,H,28.0,2012-08-09, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,229550.22000000003,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-01-28,1048649,N,ES,H,23.0,2012-08-09, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,47.0,VALLADOLID,1.0,145995.33000000002,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1048784,N,ES,V,24.0,2012-08-09, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,47.0,VALLADOLID,0.0,100709.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049769,N,ES,H,24.0,2012-08-10, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,13.0,CIUDAD REAL,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049865,N,ES,H,31.0,2012-08-10, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,182864.61,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1050054,N,ES,V,23.0,2012-08-10, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,40.0,SEGOVIA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049979,N,ES,V,26.0,2012-08-10, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,104690.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049295,N,ES,H,22.0,2012-08-09, 0,     35,1.0,,1.0,A,S,N,,KHD,N,1.0,11.0,CADIZ,1.0,92667.27,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049307,N,ES,H,23.0,2012-08-09, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,25.0,LERIDA,0.0,38999.97,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049628,N,ES,H,26.0,2012-08-10, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,34.0,PALENCIA,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1049522,N,ES,V,29.0,2012-08-09, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,280311.12,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,1
2015-01-28,1055913,N,ES,H,29.0,2012-09-05, 0,     34,1.0,,1.0,I,S,N,,KHE,N,1.0,36.0,PONTEVEDRA,0.0,150476.97,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056305,N,ES,V,23.0,2012-09-06, 0,     34,1.0,,1.0,A,S,N,,KHE,N,1.0,36.0,PONTEVEDRA,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056133,N,ES,H,42.0,2012-09-05, 0,     34,1.0,,1.0,I,S,N,,KFC,N,1.0,28.0,MADRID,0.0,168326.43,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1055273,N,ES,H,22.0,2012-09-03, 0,     34,1.0,,1.0,I,S,N,,KHD,N,1.0,2.0,ALBACETE,0.0,107127.75,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1055256,N,ES,H,23.0,2012-09-03, 0,     34,1.0,,1.0,I,S,N,,KHE,N,1.0,26.0,"RIOJA, LA",1.0,97994.28,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1055644,N,ES,V,37.0,2012-09-04, 0,     34,1.0,,1.0,A,S,N,,KFC,N,1.0,36.0,PONTEVEDRA,1.0,189633.15,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1055688,N,ES,V,62.0,2012-09-17, 0,     34,1.0,,1.0,A,S,N,,KFC,N,1.0,47.0,VALLADOLID,1.0,88935.39,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0
2015-01-28,1055453,N,ES,V,35.0,2012-09-03, 0,     34,1.0,,1.0,A,S,N,,KFC,N,1.0,15.0,"CORUÑA, A",1.0,57567.09,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,1
2015-01-28,1056910,N,ES,V,23.0,2012-09-07, 0,     34,1.0,,1.0,I,S,N,,KHE,N,1.0,10.0,CACERES,0.0,107669.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056873,N,ES,V,23.0,2012-09-07, 0,     34,1.0,,1.0,A,S,N,,KHE,N,1.0,41.0,SEVILLA,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056865,N,ES,V,24.0,2012-09-07, 0,     34,1.0,,1.0,I,S,N,,KHE,N,1.0,41.0,SEVILLA,0.0,333280.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056441,N,ES,H,22.0,2012-09-06, 0,     34,1.0,,1.0,I,S,N,,KHE,N,1.0,36.0,PONTEVEDRA,1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056480,N,ES,V,23.0,2012-09-06, 0,     34,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,38431.71,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056720,N,ES,V,25.0,2012-09-07, 0,     34,1.0,,1.0,I,S,N,,KHE,N,1.0,6.0,BADAJOZ,0.0,61779.99000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056756,,,,,,,     NA,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1056590,N,ES,V,31.0,2012-09-06, 0,     34,1.0,,1.0,A,S,N,,KFC,N,1.0,46.0,VALENCIA,1.0,47477.16,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-01-28,1053286,N,ES,H,22.0,2012-08-22, 0,     35,1.0,,1.0,I,S,N,,KHD,N,1.0,15.0,"CORUÑA, A",1.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1053308,N,ES,H,23.0,2012-08-22, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,46.0,VALENCIA,0.0,57560.52,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1053138,N,ES,H,36.0,2012-08-21, 0,     35,1.0,,1.0,A,S,S,,KFC,N,1.0,30.0,MURCIA,1.0,79290.99,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,1
2015-01-28,1053445,N,ES,V,41.0,2012-08-22, 0,     35,1.0,,1.0,A,S,N,,KAT,N,1.0,39.0,CANTABRIA,1.0,72186.84,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1052735,N,ES,V,25.0,2012-08-20, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,37.0,SALAMANCA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1052825,N,ES,V,22.0,2012-08-20, 0,     35,1.0,,1.0,A,S,N,,KHD,N,1.0,40.0,SEGOVIA,1.0,91310.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
2015-01-28,1052836,N,ES,V,23.0,2012-08-20, 0,     35,1.0,,1.0,I,S,N,,KHD,N,1.0,28.0,MADRID,0.0,87017.88,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1054804,N,ES,V,23.0,2012-08-30, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,30.0,MURCIA,0.0,76868.1,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1054817,N,ES,H,22.0,2012-08-30, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,39.0,CANTABRIA,0.0,65674.20000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1054786,N,ES,H,22.0,2012-08-30, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,83355.18000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1053841,N,ES,V,60.0,2012-12-28, 0,     35,1.0,,1.0,A,S,N,,KFC,N,1.0,39.0,CANTABRIA,1.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1054395,N,ES,H,36.0,2012-08-28, 0,     35,1.0,,1.0,A,S,N,,KFC,N,1.0,28.0,MADRID,1.0,191370.03,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1
2015-01-28,1044206,N,ES,V,23.0,2012-08-06, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,2.0,ALBACETE,1.0,,03 - UNIVERSITARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
2015-01-28,1044181,N,ES,V,24.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,14.0,CORDOBA,1.0,55735.92,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1044247,N,ES,V,23.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,21.0,HUELVA,0.0,63291.0,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1044088,N,ES,V,23.0,2012-08-06, 0,     35,1.0,,1.0,A,S,N,,KHD,N,1.0,13.0,CIUDAD REAL,1.0,28439.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043829,N,ES,V,23.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,154734.72,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043755,N,ES,V,27.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,49.0,ZAMORA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043994,N,ES,H,25.0,2012-08-06, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,115502.91,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043956,N,ES,V,23.0,2012-08-06, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,68566.14,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1044944,N,ES,H,25.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,28.0,MADRID,0.0,88768.20000000003,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1044972,N,ES,H,23.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,41.0,SEVILLA,0.0,57601.5,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1045279,N,ES,V,24.0,2012-08-07, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,32.0,OURENSE,1.0,85669.5,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1044461,N,ES,H,39.0,2012-08-06, 0,     31,1.0,,1.0,A,S,N,,KAT,N,1.0,28.0,MADRID,1.0,253708.23,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
2015-01-28,1044438,N,ES,V,39.0,2012-08-06, 0,     35,1.0,,1.0,A,S,N,,KAT,N,1.0,46.0,VALENCIA,1.0,81128.85,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1
2015-01-28,1044781,N,ES,H,23.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,45.0,TOLEDO,0.0,42494.7,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042703,N,ES,H,23.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,111722.49,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042934,N,ES,H,22.0,2012-08-03, 0,     35,1.0,,1.0,A,S,N,,KHD,N,1.0,10.0,CACERES,1.0,56195.91,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042924,N,ES,H,24.0,2012-08-03, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,34.0,PALENCIA,1.0,156247.08000000002,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1
2015-01-28,1042774,N,ES,H,23.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KFC,N,1.0,43.0,TARRAGONA,0.0,112907.16,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042813,N,ES,V,41.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KFC,N,1.0,38.0,SANTA CRUZ DE TENERIFE,0.0,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042285,N,ES,H,25.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,41.0,SEVILLA,0.0,140509.88999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042273,N,ES,V,24.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,49.0,ZAMORA,0.0,48218.7,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042304,N,ES,V,23.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,39.0,CANTABRIA,0.0,64784.19,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042218,N,ES,H,22.0,2012-08-03, 0,     35,1.0,,1.0,A,S,N,,KHD,N,1.0,9.0,BURGOS,1.0,79400.01,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1042408,N,ES,H,23.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,10.0,CACERES,0.0,80321.37,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043439,N,ES,V,37.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,29.0,MALAGA,0.0,99762.69,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043452,N,ES,H,46.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,29.0,MALAGA,0.0,52074.87,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043395,N,ES,H,24.0,2012-08-06, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,50.0,ZARAGOZA,1.0,251071.47000000003,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043568,N,ES,V,23.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,29.0,MALAGA,0.0,36650.94,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043545,N,ES,H,23.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,50.0,ZARAGOZA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043558,N,ES,H,24.0,2012-08-06, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,142556.58000000002,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043099,N,ES,H,26.0,2012-08-03, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",1.0,112649.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043021,N,ES,V,26.0,2012-08-03, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,26.0,"RIOJA, LA",1.0,97832.97,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1043015,N,ES,V,23.0,2012-08-03, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,37.0,SALAMANCA,1.0,42400.32,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1047387,N,ES,H,23.0,2012-08-08, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,14.0,CORDOBA,0.0,30671.82,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1047317,N,ES,H,23.0,2012-08-08, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,8.0,BARCELONA,0.0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1047639,N,ES,H,24.0,2012-08-08, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,14.0,CORDOBA,0.0,135541.2,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1047650,N,ES,V,24.0,2012-08-08, 0,     35,1.0,,1.0,A,S,N,,KHE,N,1.0,14.0,CORDOBA,0.0,64819.56,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1047586,N,ES,H,23.0,2012-08-08, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,36.0,PONTEVEDRA,1.0,53340.12,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2015-01-28,1047484,N,ES,H,23.0,2012-08-08, 0,     35,1.0,,1.0,I,S,N,,KHE,N,1.0,15.0,"CORUÑA, A",0.0,83449.70999999999,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
